    0.01,    0.00,   89.98,   89.98,   89.98,    0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,   -0.12,  -30.66,  -23.08,   -4.00,   -0.92,   -3.55
    0.02,   -0.00,   89.98,   89.98,   89.98,    0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,    0.06,  -32.27,  -23.84,   -2.98,   -0.92,   -3.55
    0.03,   -0.00,   89.98,   89.98,   89.98,    0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,    0.06,  -32.27,  -23.84,   -2.98,   -0.92,   -3.55
    0.04,   -0.00,   89.98,   89.98,   89.98,    0.00,    0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,   -0.09,  -29.00,  -22.69,   -3.50,   -1.14,   -3.68
    0.05,   -0.00,   89.98,   89.98,   89.98,    0.00,    0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,   -0.09,  -29.00,  -22.69,   -3.50,   -1.14,   -3.68
    0.06,   -0.00,   89.98,   89.98,   89.98,    0.00,    0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,    0.09,  -31.33,  -24.20,   -2.75,   -1.53,   -2.96
    0.07,   -0.00,   89.98,   89.97,   89.98,    0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,    0.36,  -28.57,  -23.57,   -2.81,   -0.81,   -2.18
    0.08,    0.00,   89.98,   89.98,   89.98,    0.00,    0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,    0.00,    0.64,  -29.45,  -26.20,   -1.11,    1.13,   -1.49
    0.09,    0.00,   89.98,   89.98,   89.98,   -0.00,    0.00,    0.00,    0.00,    0.00,   -0.00,    0.01,    0.00,   -0.42,  -26.51,  -21.56,   -0.15,    1.67,   -0.62
    0.10,    0.00,   89.98,   89.98,   89.98,    0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.01,    0.00,   -0.42,  -26.51,  -21.56,   -0.15,    1.67,    1.68
    0.11,    0.00,   89.98,   89.97,   89.98,    0.00,    0.00,    0.00,    0.00,    0.02,    0.07,    0.01,    0.01,   -0.27,  -23.87,  -14.53,   -0.12,    3.47,    3.13
    0.12,   -0.00,   89.98,   89.98,   89.99,    0.00,    0.00,    0.00,    0.00,    0.07,    0.09,    0.03,    0.01,    0.36,  -19.50,  -14.32,    0.79,    4.12,    5.15
    0.13,   -0.00,   89.98,   89.98,   89.99,    0.00,    0.00,    0.00,    0.00,    0.07,    0.09,    0.03,    0.03,    0.36,  -19.50,  -14.32,    0.79,    2.29,    7.92
    0.14,    0.00,   89.98,   89.99,   89.99,    0.01,    0.00,    0.00,    0.00,    0.09,    0.09,    0.07,    0.05,   -0.55,  -18.20,  -16.71,    0.35,    3.32,    9.22
    0.15,   -0.00,   89.98,   90.00,   90.01,    0.02,    0.01,    0.00,    0.04,    0.10,    0.15,    0.10,    0.10,   -0.67,  -17.74,  -10.40,    1.04,    3.49,    7.97
    0.16,   -0.00,   89.98,   90.00,   90.01,    0.02,    0.02,    0.00,    0.04,    0.10,    0.15,    0.10,    0.12,   -0.67,  -17.74,  -10.40,    1.04,    3.04,    7.91
    0.17,   -0.00,   89.98,   90.02,   90.04,    0.04,    0.03,    0.00,    0.09,    0.18,    0.20,    0.13,    0.15,   -2.34,  -14.41,  -10.65,    0.09,    2.16,    7.70
    0.18,   -0.00,   89.98,   90.02,   90.04,    0.04,    0.04,    0.00,    0.09,    0.18,    0.20,    0.13,    0.17,   -2.34,  -14.41,  -10.65,    0.09,    2.59,    6.48
    0.19,    0.00,   90.00,   90.04,   90.07,    0.05,    0.05,    0.00,    0.10,    0.23,    0.32,    0.22,    0.24,   -2.52,  -14.89,  -13.07,    0.03,    5.86,    6.63
    0.20,    0.00,   90.00,   90.04,   90.07,    0.07,    0.07,    0.00,    0.10,    0.23,    0.32,    0.18,    0.18,   -2.52,  -14.89,  -13.07,    0.03,    5.86,    7.65
    0.21,    0.00,   90.02,   90.07,   90.13,    0.09,    0.09,    0.00,    0.12,    0.25,    0.30,    0.25,    0.22,   -4.46,  -16.65,  -10.74,    1.06,    2.41,    8.16
