    0.01,    0.33,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -5.91,  -24.84,  -29.30,   -1.14,    3.08,    0.54
    0.02,    0.32,   89.98,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -6.46,  -25.39,  -27.51,   -1.63,    2.93,   -1.27
    0.03,    0.32,   89.98,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -6.46,  -25.39,  -27.51,   -1.63,    2.93,   -1.27
    0.04,    0.32,   89.98,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -6.46,  -25.39,  -27.51,   -1.63,    2.93,   -1.27
    0.05,    0.33,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -7.37,  -24.75,  -27.72,   -1.42,    2.21,   -0.19
    0.06,    0.32,   89.98,   89.98,   89.98,   -0.01,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -6.55,  -24.93,  -29.90,   -2.13,    2.97,   -0.34
    0.07,    0.32,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -5.85,  -27.05,  -30.27,   -2.06,    2.63,   -1.02
    0.08,    0.32,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -5.85,  -27.05,  -30.27,   -2.06,    2.63,   -1.02
    0.09,    0.32,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -6.13,  -26.96,  -26.78,   -2.32,    2.33,   -0.76
    0.10,    0.32,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -5.94,  -23.02,  -26.93,   -2.69,    2.73,    0.30
    0.11,    0.32,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.00,   -0.00,    0.00,   -5.67,  -25.48,  -23.57,   -3.74,    3.19,    0.85
    0.12,    0.32,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,    0.00,    0.00,   -0.00,    0.00,   -6.79,  -23.23,  -19.96,   -3.17,    2.74,    1.03
    0.13,    0.32,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,    0.00,    0.00,    0.00,   -6.79,  -23.23,  -19.96,   -3.17,    2.51,    2.16
    0.14,    0.32,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,    0.00,   -0.04,    0.00,    0.00,   -6.40,  -28.81,  -21.72,   -2.50,    2.51,    2.16
    0.16,    0.33,   89.98,   89.98,   89.97,   -0.00,    0.00,   -0.00,    0.00,    0.01,   -0.01,    0.00,    0.00,   -6.16,  -24.78,  -17.86,   -4.67,    2.55,    3.15
    0.17,    0.33,   89.98,   89.98,   89.97,   -0.00,    0.00,   -0.00,    0.00,    0.01,   -0.01,    0.00,    0.00,   -6.16,  -24.78,  -17.86,   -4.67,    2.55,    3.15
    0.18,    0.33,   89.98,   89.98,   89.97,   -0.00,    0.00,   -0.00,    0.00,    0.03,   -0.04,    0.00,    0.00,   -7.49,  -23.93,  -15.35,   -4.30,    2.71,    4.81
    0.19,    0.32,   89.98,   89.99,   89.97,   -0.00,    0.00,   -0.00,    0.00,    0.05,   -0.05,    0.00,    0.02,   -6.79,  -22.26,  -17.50,   -4.31,    2.07,    5.74
    0.20,    0.32,   89.98,   89.99,   89.97,   -0.00,    0.00,   -0.00,    0.00,    0.05,   -0.05,    0.00,    0.02,   -6.79,  -22.26,  -17.50,   -4.31,    2.07,    5.74
    0.21,    0.32,   89.97,   89.99,   89.96,   -0.00,    0.00,   -0.00,    0.00,    0.05,   -0.02,    0.00,    0.03,   -6.40,  -17.50,  -15.26,   -5.37,    2.48,    6.60
    0.22,    0.32,   89.98,   90.00,   89.96,   -0.00,    0.01,   -0.00,    0.01,    0.07,   -0.04,    0.00,    0.03,   -6.92,  -20.11,  -14.59,   -5.07,    2.18,    6.62
    0.23,    0.32,   89.98,   90.00,   89.96,   -0.00,    0.01,   -0.00,    0.01,    0.10,   -0.08,    0.00,    0.06,   -5.58,  -19.02,   -8.49,   -5.06,    3.35,    7.11
    0.24,    0.32,   89.98,   90.01,   89.95,   -0.00,    0.02,   -0.00,    0.02,    0.17,   -0.07,    0.00,    0.07,   -7.01,  -15.38,  -12.53,   -5.17,    3.69,    6.52
    0.25,    0.33,   89.98,   90.02,   89.94,   -0.00,    0.02,   -0.00,    0.02,    0.15,   -0.07,    0.00,    0.07,   -5.25,  -16.20,  -13.35,   -4.73,    4.24,    6.67
    0.26,    0.32,   89.98,   90.03,   89.94,   -0.00,    0.03,   -0.00,    0.02,    0.15,   -0.08,    0.01,    0.07,   -7.28,  -18.44,  -12.10,   -5.38,    4.57,    5.95
    0.27,    0.33,   89.99,   90.03,   89.94,   -0.00,    0.03,   -0.00,    0.02,    0.15,   -0.07,    0.01,    0.09,   -7.76,  -21.29,  -10.80,   -5.47,    4.53,    6.48
    0.28,    0.33,   89.99,   90.03,   89.94,   -0.00,    0.03,   -0.00,    0.02,    0.15,   -0.07,    0.01,    0.09,   -7.76,  -21.29,  -10.80,   -5.47,    4.53,    6.48
    0.29,    0.32,   89.99,   90.05,   89.93,   -0.00,    0.04,   -0.00,    0.02,    0.07,   -0.03,    0.01,    0.04,   -6.79,  -19.68,  -13.44,   -6.28,    4.90,    5.44
    0.30,    0.32,   89.99,   90.06,   89.92,   -0.00,    0.05,   -0.00,    0.02,    0.10,   -0.06,    0.01,    0.07,   -5.91,  -14.53,  -11.28,   -5.19,    4.46,    5.61
    0.31,    0.32,   89.99,   90.06,   89.92,   -0.00,    0.05,   -0.00,    0.02,    0.10,   -0.06,    0.01,    0.07,   -5.91,  -14.53,  -11.28,   -5.19,    4.46,    5.61
    0.32,    0.32,   89.99,   90.08,   89.91,   -0.00,    0.06,   -0.00,    0.05,    0.17,   -0.07,    0.01,    0.07,   -7.70,  -12.59,  -12.74,   -6.18,    5.21,    5.98
    0.33,    0.32,   89.99,   90.08,   89.91,   -0.00,    0.06,   -0.00,    0.05,    0.17,   -0.07,    0.01,    0.07,   -7.70,  -12.59,  -12.74,   -6.18,    5.21,    5.98
    0.34,    0.32,   90.00,   90.10,   89.90,    0.00,    0.08,   -0.00,    0.03,    0.09,   -0.04,    0.01,    0.05,   -6.37,  -19.05,  -12.53,   -5.49,    3.38,    5.66
    0.35,    0.32,   90.00,   90.10,   89.90,    0.00,    0.08,   -0.00,    0.03,    0.09,   -0.04,    0.01,    0.05,   -6.37,  -19.05,  -12.53,   -5.49,    3.38,    5.66
    0.36,    0.32,   90.00,   90.11,   89.88,    0.00,    0.09,   -0.00,    0.04,    0.22,   -0.09,    0.02,    0.09,   -8.16,  -17.74,  -13.35,   -5.30,    5.53,    5.82
    0.37,    0.33,   90.00,   90.12,   89.87,    0.01,    0.10,   -0.00,    0.05,    0.25,   -0.16,    0.03,    0.17,   -7.28,  -12.59,   -9.58,   -5.47,    4.49,    7.27
    0.38,    0.33,   90.00,   90.12,   89.87,    0.01,    0.10,   -0.00,    0.05,    0.25,   -0.16,    0.03,    0.17,   -7.28,  -12.59,   -9.58,   -5.47,    4.49,    7.27
    0.39,    0.32,   90.01,   90.16,   89.85,    0.01,    0.13,   -0.00,    0.08,    0.36,   -0.09,    0.03,    0.11,   -7.37,   -8.95,  -15.59,   -5.57,    3.61,    7.16
    0.40,    0.32,   90.01,   90.18,   89.85,    0.01,    0.14,   -0.00,    0.06,    0.25,   -0.10,    0.05,    0.16,   -6.07,  -10.46,  -15.59,   -7.01,    3.12,    7.27
    0.41,    0.33,   90.03,   90.20,   89.83,    0.02,    0.16,   -0.00,    0.08,    0.29,   -0.19,    0.05,    0.27,   -9.01,  -16.77,   -9.68,   -5.95,    3.73,    6.14
    0.42,    0.32,   90.03,   90.22,   89.82,    0.02,    0.18,   -0.00,    0.09,    0.42,   -0.18,    0.05,    0.23,   -7.49,  -18.38,  -10.55,   -5.28,    3.39,    6.46
    0.43,    0.32,   90.04,   90.24,   89.81,    0.03,    0.20,   -0.00,    0.08,    0.39,   -0.15,    0.08,    0.22,   -7.58,  -14.59,  -12.83,   -7.08,    2.79,    5.47
    0.44,    0.32,   90.04,   90.26,   89.80,    0.03,    0.21,   -0.00,    0.09,    0.35,   -0.13,    0.05,    0.21,   -7.04,  -14.83,  -11.13,   -5.91,    5.56,    6.10
    0.45,    0.33,   90.04,   90.28,   89.78,    0.03,    0.23,   -0.00,    0.09,    0.34,   -0.13,    0.06,    0.23,   -7.25,   -9.74,   -9.07,   -5.44,    3.88,    5.94
    0.46,    0.32,   90.04,   90.30,   89.77,    0.04,    0.25,   -0.00,    0.08,    0.33,   -0.13,    0.05,    0.23,   -7.98,  -11.89,   -6.79,   -6.81,    4.81,    5.89
    0.47,    0.32,   90.04,   90.30,   89.77,    0.04,    0.25,   -0.00,    0.08,    0.33,   -0.13,    0.05,    0.23,   -7.98,  -11.89,   -6.79,   -6.81,    4.81,    5.89
    0.48,    0.32,   90.06,   90.34,   89.76,    0.05,    0.28,   -0.00,    0.05,    0.24,   -0.08,    0.02,    0.11,   -8.58,  -16.95,  -16.98,   -6.22,    4.46,    6.06
    0.49,    0.32,   90.06,   90.35,   89.75,    0.05,    0.29,   -0.00,    0.04,    0.19,   -0.11,    0.06,    0.19,   -8.10,  -17.86,  -16.14,   -6.28,    2.43,    4.99
    0.50,    0.32,   90.06,   90.35,   89.75,    0.05,    0.29,   -0.00,    0.04,    0.19,   -0.11,    0.06,    0.19,   -8.10,  -17.86,  -16.14,   -6.28,    2.43,    4.99
    0.51,    0.33,   90.07,   90.38,   89.72,    0.06,    0.33,   -0.00,    0.08,    0.41,   -0.10,    0.06,    0.18,   -6.88,  -11.56,   -8.86,   -5.28,    3.42,    6.48
    0.52,    0.32,   90.07,   90.41,   89.72,    0.07,    0.35,   -0.00,    0.09,    0.34,   -0.10,    0.06,    0.22,   -7.10,   -8.92,  -10.46,   -6.21,    4.65,    7.89
    0.53,    0.32,   90.07,   90.42,   89.70,    0.07,    0.37,   -0.00,    0.15,    0.38,   -0.19,    0.14,    0.45,   -8.67,   -7.52,   -6.28,   -5.29,    4.00,    5.78
    0.54,    0.32,   90.08,   90.45,   89.69,    0.08,    0.40,   -0.01,    0.13,    0.52,   -0.16,    0.12,    0.39,   -8.92,  -10.13,   -5.07,   -4.42,    4.77,    6.21
    0.55,    0.32,   90.08,   90.45,   89.69,    0.08,    0.40,   -0.01,    0.13,    0.52,   -0.16,    0.12,    0.39,   -8.92,  -10.13,   -5.07,   -4.42,    4.77,    6.21
    0.56,    0.32,   90.10,   90.51,   89.67,    0.10,    0.45,   -0.00,    0.05,    0.37,   -0.08,    0.07,    0.19,   -7.98,  -15.47,  -22.50,   -6.50,    3.32,    5.75
    0.57,    0.32,   90.11,   90.53,   89.66,    0.10,    0.47,   -0.00,    0.03,    0.21,   -0.11,    0.10,    0.25,   -8.49,  -24.38,  -14.04,   -5.98,    3.08,    5.53
    0.58,    0.32,   90.11,   90.54,   89.65,    0.11,    0.49,   -0.01,    0.08,    0.41,   -0.15,    0.19,    0.51,   -8.43,  -17.08,   -9.13,   -6.17,    4.20,    4.08
    0.59,    0.32,   90.11,   90.56,   89.64,    0.13,    0.53,   -0.01,    0.16,    0.62,   -0.13,    0.17,    0.42,   -9.77,  -10.95,   -7.07,   -4.43,    4.41,    5.15
    0.60,    0.32,   90.11,   90.56,   89.64,    0.13,    0.53,   -0.01,    0.16,    0.62,   -0.13,    0.17,    0.42,   -9.77,  -10.95,   -7.07,   -4.43,    4.41,    5.15
    0.61,    0.32,   90.11,   90.63,   89.62,    0.15,    0.58,   -0.00,    0.11,    0.39,   -0.05,    0.09,    0.20,   -8.43,   -5.43,  -18.96,   -5.10,    4.35,    6.90
    0.62,    0.32,   90.11,   90.63,   89.62,    0.15,    0.58,   -0.00,    0.11,    0.39,   -0.05,    0.09,    0.23,   -8.43,   -5.43,  -18.96,   -5.10,    4.35,    6.36
    0.63,    0.32,   90.14,   90.66,   89.62,    0.16,    0.60,   -0.00,    0.06,    0.26,   -0.09,    0.12,    0.23,   -7.92,  -16.35,  -11.62,   -5.42,    4.50,    6.36
    0.64,    0.32,   90.15,   90.68,   89.61,    0.18,    0.65,   -0.00,    0.06,    0.46,   -0.10,    0.15,    0.36,   -8.37,  -22.72,  -10.25,   -7.01,    5.02,    5.25
