    0.01,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,   -0.00,   -0.10,   -0.00,   -7.43,  -20.02,  -37.52,   -0.68,    6.74,   -2.17
    0.02,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,   -0.00,   -0.06,   -0.00,   -6.43,  -22.99,  -35.55,   -1.13,    7.05,   -1.95
    0.03,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,   -0.00,    0.07,   -0.00,   -9.74,  -23.08,  -37.24,   -1.08,    2.44,   -1.64
    0.04,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,   -0.00,    0.07,   -0.00,   -9.74,  -23.08,  -37.24,   -1.08,    2.44,   -1.64
    0.05,    0.35,   89.98,   89.98,   89.98,   -0.01,    0.00,   -0.00,   -0.00,    0.00,    0.00,    0.07,   -0.00,   -6.40,  -20.47,  -35.58,   -1.07,    3.38,   -2.50
    0.06,    0.35,   89.98,   89.98,   89.98,   -0.01,    0.00,   -0.00,   -0.00,    0.00,    0.00,    0.07,   -0.00,   -6.40,  -20.47,  -35.58,   -1.07,    3.38,   -2.50
    0.07,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.09,   -0.00,   -7.10,  -21.50,  -36.88,   -1.68,    7.35,   -1.38
    0.08,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.09,   -0.00,   -6.67,  -24.26,  -35.67,   -1.68,    7.35,   -1.38
    0.09,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,    0.00,    0.11,   -0.00,   -6.67,  -19.68,  -35.18,   -1.26,   -5.45,   -2.81
    0.10,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,    0.00,    0.11,   -0.00,   -6.67,  -19.68,  -35.18,   -1.26,   -5.45,   -2.81
    0.11,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,   -0.00,    0.00,    0.00,    0.13,   -0.00,   -6.40,  -21.62,  -34.33,   -1.51,   -4.04,   -1.89
    0.12,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,   -0.00,    0.00,    0.00,    0.06,   -0.00,   -8.80,  -23.75,  -38.82,   -2.13,   -3.81,   -2.05
    0.13,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,   -0.00,    0.00,    0.00,   -0.12,   -0.00,   -7.31,  -18.14,  -38.15,   -2.01,    6.70,   -1.38
    0.14,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,   -0.00,    0.00,    0.00,    0.11,   -0.00,   -7.31,  -18.14,  -38.15,   -1.21,   -3.08,   -1.68
    0.15,    0.35,   89.98,   89.98,   89.98,   -0.00,   -0.00,   -0.00,    0.00,   -0.00,    0.00,    0.11,   -0.00,   -6.67,  -20.41,  -37.58,   -1.21,   -3.08,   -1.68
    0.16,    0.35,   89.98,   89.98,   89.98,    0.00,    0.00,   -0.00,    0.00,   -0.00,    0.00,    0.06,   -0.00,   -6.67,  -18.77,  -40.85,   -1.38,   -4.48,   -1.91
    0.17,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.00,   -0.00,   -0.00,   -0.12,   -0.00,   -6.95,  -15.98,  -43.01,   -1.64,    7.38,   -2.29
    0.18,    0.35,   89.98,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.02,   -0.01,   -0.00,   -0.03,   -0.00,   -7.19,  -17.08,  -39.13,   -1.56,    2.98,   -2.06
    0.20,    0.35,   89.98,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.02,   -0.01,   -0.00,    0.08,   -0.00,   -7.19,  -15.68,  -43.77,   -1.63,   -4.60,   -2.56
    0.21,    0.35,   89.99,   89.98,   89.98,   -0.00,    0.00,   -0.00,    0.03,   -0.01,   -0.00,   -0.00,   -0.00,   -6.67,  -16.41,  -40.64,   -1.41,   -1.89,   -2.88
    0.22,    0.35,   89.99,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.03,   -0.03,   -0.00,   -0.00,   -0.00,   -6.67,  -16.41,  -40.64,   -1.41,   -1.89,   -3.07
    0.23,    0.35,   89.99,   89.97,   89.98,   -0.01,    0.00,   -0.00,    0.04,   -0.03,   -0.00,   -0.01,   -0.00,   -6.13,  -19.05,  -40.64,   -2.12,    3.05,   -3.07
    0.24,    0.35,   89.99,   89.97,   89.98,   -0.01,    0.00,   -0.00,    0.04,   -0.03,   -0.00,   -0.01,   -0.00,   -6.13,  -19.05,  -40.64,   -2.12,    3.05,   -3.07
    0.25,    0.35,   89.99,   89.97,   89.98,   -0.00,    0.00,   -0.00,    0.01,   -0.02,   -0.00,   -0.09,   -0.00,   -6.95,  -16.50,  -41.28,   -2.25,    7.34,   -2.88
